"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","638","Create user response schema is valid","chrome","Mon May 25 09:18:57 UTC 2026","failed","Mon May 25 09:18:57 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","444","Verify error response has proper structure","chrome","Mon May 25 09:18:59 UTC 2026","failed","Mon May 25 09:18:59 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","458","Get single user by ID","chrome","Mon May 25 09:19:02 UTC 2026","failed","Mon May 25 09:19:02 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","465","Failed login with invalid email returns 400","chrome","Mon May 25 09:18:58 UTC 2026","failed","Mon May 25 09:18:59 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","395","500 error from external endpoint","chrome","Mon May 25 09:18:58 UTC 2026","passed","Mon May 25 09:18:59 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","579","Failed login with missing password returns 400","chrome","Mon May 25 09:18:57 UTC 2026","failed","Mon May 25 09:18:57 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","481","Update an existing user","chrome","Mon May 25 09:18:57 UTC 2026","failed","Mon May 25 09:18:57 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","554","Delete a user","chrome","Mon May 25 09:19:00 UTC 2026","failed","Mon May 25 09:19:00 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","624","Successful login with valid credentials","chrome","Mon May 25 09:18:55 UTC 2026","failed","Mon May 25 09:18:56 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","464","Read user list and verify response time","chrome","Mon May 25 09:19:01 UTC 2026","failed","Mon May 25 09:19:01 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","617","404 on missing user returns empty body","chrome","Mon May 25 09:18:55 UTC 2026","failed","Mon May 25 09:18:56 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","625","User detail response matches schema","chrome","Mon May 25 09:18:55 UTC 2026","failed","Mon May 25 09:18:56 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","543","User list response schema is valid","chrome","Mon May 25 09:18:58 UTC 2026","failed","Mon May 25 09:18:59 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","580","Patch a user job field","chrome","Mon May 25 09:18:58 UTC 2026","failed","Mon May 25 09:18:59 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","546","Successful registration with valid credentials","chrome","Mon May 25 09:19:00 UTC 2026","failed","Mon May 25 09:19:00 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","561","Create a new user and verify response","chrome","Mon May 25 09:18:55 UTC 2026","failed","Mon May 25 09:18:56 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","579","400 on invalid request data","chrome","Mon May 25 09:18:57 UTC 2026","failed","Mon May 25 09:18:57 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","461","Failed registration with missing password returns 400","chrome","Mon May 25 09:19:01 UTC 2026","failed","Mon May 25 09:19:01 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
