"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","563","Create user response schema is valid","chrome","Mon May 25 08:50:26 UTC 2026","failed","Mon May 25 08:50:27 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","530","Delete a user","chrome","Mon May 25 08:50:29 UTC 2026","failed","Mon May 25 08:50:30 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","435","Verify error response has proper structure","chrome","Mon May 25 08:50:28 UTC 2026","failed","Mon May 25 08:50:29 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","460","Read user list and verify response time","chrome","Mon May 25 08:50:30 UTC 2026","failed","Mon May 25 08:50:31 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","578","Create a new user and verify response","chrome","Mon May 25 08:50:25 UTC 2026","failed","Mon May 25 08:50:25 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","537","Patch a user job field","chrome","Mon May 25 08:50:28 UTC 2026","failed","Mon May 25 08:50:28 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","537","User list response schema is valid","chrome","Mon May 25 08:50:28 UTC 2026","failed","Mon May 25 08:50:29 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","528","Failed registration with missing password returns 400","chrome","Mon May 25 08:50:30 UTC 2026","failed","Mon May 25 08:50:31 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","376","500 error from external endpoint","chrome","Mon May 25 08:50:28 UTC 2026","passed","Mon May 25 08:50:28 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","553","Failed login with missing password returns 400","chrome","Mon May 25 08:50:26 UTC 2026","failed","Mon May 25 08:50:27 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","612","404 on missing user returns empty body","chrome","Mon May 25 08:50:25 UTC 2026","failed","Mon May 25 08:50:25 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","629","User detail response matches schema","chrome","Mon May 25 08:50:25 UTC 2026","failed","Mon May 25 08:50:25 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","444","Get single user by ID","chrome","Mon May 25 08:50:31 UTC 2026","failed","Mon May 25 08:50:32 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","591","Successful login with valid credentials","chrome","Mon May 25 08:50:25 UTC 2026","failed","Mon May 25 08:50:25 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","539","Failed login with invalid email returns 400","chrome","Mon May 25 08:50:28 UTC 2026","failed","Mon May 25 08:50:29 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","512","Successful registration with valid credentials","chrome","Mon May 25 08:50:29 UTC 2026","failed","Mon May 25 08:50:30 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","477","Update an existing user","chrome","Mon May 25 08:50:26 UTC 2026","failed","Mon May 25 08:50:27 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","580","400 on invalid request data","chrome","Mon May 25 08:50:26 UTC 2026","failed","Mon May 25 08:50:27 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
