"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","655","User detail response matches schema","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:21 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","105","Failed login with invalid email returns 400","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","105","Failed registration with missing password returns 400","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","199","User list response schema is valid","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","100","Verify error response has proper structure","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","585","Create a new user and verify response","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:21 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","563","404 on missing user returns empty body","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:21 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","189","Update an existing user","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:21 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","184","400 on invalid request data","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:21 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","31","Read user list and verify response time","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","111","Patch a user job field","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","196","Create user response schema is valid","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","99","Delete a user","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","22","Get single user by ID","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","101","Successful registration with valid credentials","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","438","500 error from external endpoint","chrome","Mon May 25 10:29:22 UTC 2026","passed","Mon May 25 10:29:22 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","104","Failed login with missing password returns 400","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:21 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","603","Successful login with valid credentials","chrome","Mon May 25 10:29:21 UTC 2026","passed","Mon May 25 10:29:21 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
