"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","698","404 on missing user returns empty body","chrome","Mon May 25 10:28:22 UTC 2026","failed","Mon May 25 10:28:23 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","706","User detail response matches schema","chrome","Mon May 25 10:28:22 UTC 2026","failed","Mon May 25 10:28:23 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","520","Delete a user","chrome","Mon May 25 10:28:26 UTC 2026","failed","Mon May 25 10:28:27 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","521","Read user list and verify response time","chrome","Mon May 25 10:28:27 UTC 2026","failed","Mon May 25 10:28:28 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","650","Patch a user job field","chrome","Mon May 25 10:28:25 UTC 2026","failed","Mon May 25 10:28:26 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","661","Successful login with valid credentials","chrome","Mon May 25 10:28:22 UTC 2026","failed","Mon May 25 10:28:23 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","635","Failed registration with missing password returns 400","chrome","Mon May 25 10:28:27 UTC 2026","failed","Mon May 25 10:28:28 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","671","Failed login with missing password returns 400","chrome","Mon May 25 10:28:24 UTC 2026","failed","Mon May 25 10:28:24 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","656","Failed login with invalid email returns 400","chrome","Mon May 25 10:28:25 UTC 2026","failed","Mon May 25 10:28:26 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","636","User list response schema is valid","chrome","Mon May 25 10:28:25 UTC 2026","failed","Mon May 25 10:28:26 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","515","Get single user by ID","chrome","Mon May 25 10:28:28 UTC 2026","failed","Mon May 25 10:28:29 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","477","500 error from external endpoint","chrome","Mon May 25 10:28:25 UTC 2026","passed","Mon May 25 10:28:26 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","726","Create a new user and verify response","chrome","Mon May 25 10:28:22 UTC 2026","failed","Mon May 25 10:28:23 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","510","Verify error response has proper structure","chrome","Mon May 25 10:28:26 UTC 2026","failed","Mon May 25 10:28:26 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","630","Successful registration with valid credentials","chrome","Mon May 25 10:28:26 UTC 2026","failed","Mon May 25 10:28:27 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","660","400 on invalid request data","chrome","Mon May 25 10:28:24 UTC 2026","failed","Mon May 25 10:28:24 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","668","Create user response schema is valid","chrome","Mon May 25 10:28:24 UTC 2026","failed","Mon May 25 10:28:24 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","516","Update an existing user","chrome","Mon May 25 10:28:24 UTC 2026","failed","Mon May 25 10:28:24 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
