"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","559","Failed login with missing password returns 400","chrome","Mon May 25 09:01:42 UTC 2026","failed","Mon May 25 09:01:43 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","521","Verify error response has proper structure","chrome","Mon May 25 09:01:44 UTC 2026","failed","Mon May 25 09:01:45 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","733","Create a new user and verify response","chrome","Mon May 25 09:01:41 UTC 2026","failed","Mon May 25 09:01:41 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","564","Create user response schema is valid","chrome","Mon May 25 09:01:42 UTC 2026","failed","Mon May 25 09:01:43 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","545","Successful registration with valid credentials","chrome","Mon May 25 09:01:45 UTC 2026","failed","Mon May 25 09:01:46 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","732","404 on missing user returns empty body","chrome","Mon May 25 09:01:41 UTC 2026","failed","Mon May 25 09:01:41 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","721","Update an existing user","chrome","Mon May 25 09:01:42 UTC 2026","failed","Mon May 25 09:01:43 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","545","Failed login with invalid email returns 400","chrome","Mon May 25 09:01:44 UTC 2026","failed","Mon May 25 09:01:44 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","718","User list response schema is valid","chrome","Mon May 25 09:01:44 UTC 2026","failed","Mon May 25 09:01:44 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","772","Successful login with valid credentials","chrome","Mon May 25 09:01:41 UTC 2026","failed","Mon May 25 09:01:41 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","539","Patch a user job field","chrome","Mon May 25 09:01:44 UTC 2026","failed","Mon May 25 09:01:44 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","551","User detail response matches schema","chrome","Mon May 25 09:01:41 UTC 2026","failed","Mon May 25 09:01:41 UTC 2026","ReqRes JSON schema validation","api/reqres.schema.spec.js","",""
"","456","500 error from external endpoint","chrome","Mon May 25 09:01:44 UTC 2026","passed","Mon May 25 09:01:44 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","537","Get single user by ID","chrome","Mon May 25 09:01:47 UTC 2026","failed","Mon May 25 09:01:48 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","541","Read user list and verify response time","chrome","Mon May 25 09:01:46 UTC 2026","failed","Mon May 25 09:01:47 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
"","552","400 on invalid request data","chrome","Mon May 25 09:01:42 UTC 2026","failed","Mon May 25 09:01:43 UTC 2026","ReqRes error handling","api/reqres.error.spec.js","",""
"","538","Failed registration with missing password returns 400","chrome","Mon May 25 09:01:46 UTC 2026","failed","Mon May 25 09:01:47 UTC 2026","ReqRes Authentication flows","api/reqres.auth.spec.js","",""
"","546","Delete a user","chrome","Mon May 25 09:01:45 UTC 2026","failed","Mon May 25 09:01:46 UTC 2026","ReqRes CRUD operations","api/reqres.crud.spec.js","",""
